model,score_test,score_val,pred_time_test,pred_time_val,fit_time_marginal,fit_order
AutoETS,-0.03165525582762474,-0.04958962448445566,14.043283462524414,13.656491041183472,0.006482839584350586,4
Theta,-0.03222257013756128,-0.04997132964538166,13.953539848327637,13.409806489944458,0.006188392639160156,3
Naive,-0.04022780259506301,-0.044008592856384726,2.104809284210205,2.112776756286621,0.006468534469604492,1
SeasonalNaive,-0.0495478034437819,-0.04994425730360606,2.1273765563964844,2.0976171493530273,0.006242513656616211,2
AutoARIMA,-0.05162665940346213,-0.03673310266438776,8.769037246704102,8.493208169937134,0.011279821395874023,10
RecursiveTabular,-0.06959020192055217,-0.01611795799907459,3.6853394508361816,3.541297435760498,12.737031936645508,5
WeightedEnsemble,-0.011256422123939456,-0.005827744935128474,0.04582023620605469,0.022396087646484375,1.3628149032592773,11
TemporalFusionTransformer,-0.011256422123939456,-0.005827744935128474,0.04500579833984375,0.022396087646484375,180.1334924697876,8
DeepAR/T1,-0.012009812640278708,-0.019364349978489057,0.553797721862793,0.574815034866333,78.16436910629272,6
DeepAR/T2,-0.012605774839848313,-0.014252670365184078,0.5484421253204346,0.5481197834014893,82.16805291175842,7
PatchTST,-0.013704648867157082,-0.02276160458207543,0.052054643630981445,0.022665977478027344,33.79875373840332,9
AutoETS,-0.03165525582762474,-0.04958962448445566,13.712570428848267,13.562621116638184,0.006234645843505859,4
Theta,-0.03222257013756128,-0.04997132964538166,13.332053899765015,13.666975975036621,0.00636744499206543,3
Naive,-0.04022780259506301,-0.044008592856384726,2.078129529953003,2.1721701622009277,0.006717681884765625,1
SeasonalNaive,-0.0495478034437819,-0.04994425730360606,2.086901903152466,2.152635097503662,0.0064775943756103516,2
AutoARIMA,-0.05162665940346213,-0.03673310266438776,8.683204174041748,8.34658932685852,0.009884119033813477,10
RecursiveTabular,-0.06959020192055217,-0.01611795799907459,3.579092502593994,3.727048873901367,12.978066444396973,5
WeightedEnsemble,-0.011256422123939456,-0.005827744935128474,0.04723334312438965,0.02328181266784668,1.386634111404419,11
TemporalFusionTransformer,-0.011256422123939456,-0.005827744935128474,0.04646420478820801,0.02328181266784668,180.15624856948853,8
DeepAR/T1,-0.012009812640278708,-0.019364349978489057,0.5805826187133789,0.5533363819122314,77.00450134277344,6
DeepAR/T2,-0.012605774839848313,-0.014252670365184078,0.608051061630249,0.5608744621276855,81.90871810913086,7
PatchTST,-0.015273728629086153,-0.02253785893064702,0.05706644058227539,0.022990942001342773,33.051116943359375,9
AutoETS,-0.03165525582762474,-0.04958962448445566,14.128842115402222,13.396167516708374,0.006429433822631836,4
Theta,-0.03222257013756128,-0.04997132964538166,13.713852643966675,14.094116687774658,0.006760597229003906,3
Naive,-0.04022780259506301,-0.044008592856384726,2.140530586242676,2.1239399909973145,0.006758928298950195,1
SeasonalNaive,-0.0495478034437819,-0.04994425730360606,2.2064058780670166,2.145475387573242,0.007071495056152344,2
AutoARIMA,-0.05162665940346213,-0.03673310266438776,8.963102579116821,8.62376594543457,0.0070056915283203125,10
RecursiveTabular,-0.06959020192055217,-0.01611795799907459,3.717625141143799,3.5577962398529053,20.31581997871399,5
WeightedEnsemble,-0.011256422123939456,-0.005827744935128474,0.04676461219787598,0.023029804229736328,1.3707382678985596,11
TemporalFusionTransformer,-0.011256422123939456,-0.005827744935128474,0.04601931571960449,0.023029804229736328,180.15262937545776,8
DeepAR/T1,-0.012009812640278708,-0.019364349978489057,0.5618796348571777,0.5535354614257812,77.3328104019165,6
DeepAR/T2,-0.012605774839848313,-0.014252670365184078,0.585932731628418,0.5659892559051514,83.17607021331787,7
PatchTST,-0.016033643872199372,-0.0227210536708628,0.05193471908569336,0.022632122039794922,32.90219521522522,9
AutoETS,-0.03165525582762474,-0.04958962448445566,14.147055387496948,13.741864204406738,0.006306648254394531,4
Theta,-0.03222257013756128,-0.04997132964538166,13.832041025161743,13.723954439163208,0.006497621536254883,3
Naive,-0.04022780259506301,-0.044008592856384726,2.105919599533081,2.1867594718933105,0.00653386116027832,1
SeasonalNaive,-0.0495478034437819,-0.04994425730360606,2.1810131072998047,2.16709303855896,0.00632786750793457,2
AutoARIMA,-0.05162665940346213,-0.03673310266438776,8.779342412948608,8.523251056671143,0.017922163009643555,10
RecursiveTabular,-0.06959020192055217,-0.01611795799907459,3.535851001739502,3.7555787563323975,16.410701036453247,5
WeightedEnsemble,-0.011256422123939456,-0.005827744935128474,0.0492861270904541,0.023219823837280273,1.3819425106048584,11
TemporalFusionTransformer,-0.011256422123939456,-0.005827744935128474,0.048551082611083984,0.023219823837280273,180.17772936820984,8
DeepAR/T1,-0.012009812640278708,-0.019364349978489057,0.5714538097381592,0.5573136806488037,78.83206415176392,6
DeepAR/T2,-0.012605774839848313,-0.014252670365184078,0.5765378475189209,0.6067814826965332,84.62500262260437,7
PatchTST,-0.017843632571158494,-0.0227713750138037,0.04721784591674805,0.023268938064575195,34.29794645309448,9
AutoETS,-0.03165525582762474,-0.04958962448445566,13.999221563339233,13.865128517150879,0.00647282600402832,4
Theta,-0.03222257013756128,-0.04997132964538166,13.841779708862305,13.703786134719849,0.006265401840209961,3
Naive,-0.04022780259506301,-0.044008592856384726,2.1679158210754395,2.149669885635376,0.008691787719726562,1
SeasonalNaive,-0.0495478034437819,-0.04994425730360606,2.0886471271514893,2.1202266216278076,0.006437063217163086,2
AutoARIMA,-0.05162665940346213,-0.03673310266438776,8.893775224685669,8.438415765762329,0.007592439651489258,10
RecursiveTabular,-0.06959020192055217,-0.01611795799907459,3.5713295936584473,3.704536199569702,13.017905473709106,5
WeightedEnsemble,-0.011256422123939456,-0.005827744935128474,0.04526090621948242,0.02298903465270996,1.382108449935913,11
TemporalFusionTransformer,-0.011256422123939456,-0.005827744935128474,0.044489145278930664,0.02298903465270996,180.1454291343689,8
DeepAR/T1,-0.012009812640278708,-0.019364349978489057,0.6072885990142822,0.5510597229003906,78.66232490539551,6
DeepAR/T2,-0.012605774839848313,-0.014252670365184078,0.596637487411499,0.557243824005127,83.73672461509705,7
PatchTST,-0.01597644347467621,-0.02472863160958701,0.052182674407958984,0.023781776428222656,34.4743378162384,9
AutoETS,-0.03165525582762474,-0.04958962448445566,13.9754159450531,13.554492473602295,0.006506919860839844,4
Theta,-0.03222257013756128,-0.04997132964538166,13.377619743347168,13.875579118728638,0.006218671798706055,3
Naive,-0.04022780259506301,-0.044008592856384726,2.1601152420043945,2.154435634613037,0.006412982940673828,1
SeasonalNaive,-0.0495478034437819,-0.04994425730360606,2.088111400604248,2.1415767669677734,0.006195545196533203,2
AutoARIMA,-0.05162665940346213,-0.03673310266438776,8.966358661651611,8.665521144866943,0.009343624114990234,10
RecursiveTabular,-0.06959020192055217,-0.01611795799907459,3.679456949234009,3.6394591331481934,26.564661264419556,5
